nse_closing_price
3898.6
3914.95
3889.6
3930.9
3862
3786.65
3843.45
3798.5
3787.9
3770.9
3820.65
3816.25
3862.85
3865.1
3863.3
3862.65
3837.9
3782.5
3860.1
4136.35
4180.95
4155.55
4117.3
4045.55
4004.3
4041.05
4028.35
4004.25
3968.35
3968.75
3999.65
4047.3
4010.1
4035.6
4168.95
4199.85
4144.25
4187.8
4189.6
4172.35
4079.65
4047.15
4062.55
3903.85
3912.65
3941.7
3949
3916.1
3848.65
3823.75
3835.6
3915.5
3904.1
3914.1
3931.45
3974.9
3968.95
4002.6
3878.9
3883.15
3869.15
3777.8
3858.5
3922
4062.1
4049.55
4097.75
4047.15
4136.1
4213.35
4346
4298.35
4306.3
4382.75
4442.85
4383.3
4482.1
4514.6
4544.35
4629.1
4614.55
4504.55
4485.4
4566.95
4469.3
4576.8
4574.05
4550.8
4549.55
4531.6
4617.9
4556
4625.25
4719.55
4823.8
4846.1
4899.75
4908.2
4909.05
4927.5
4778
4862.55
4889.5
4873.2
4819.85
4834.15
4802
4910.5
4933.1
4893.5
5091.4
5056.5
5217.75
5144.8
4964.3
5015
5073.75
5156.85
5113
5171.8
5152.5
5007.85
5021.3
5033.95
5044.75
5142.15
5146.75
5354.75
5288.15
