nse_closing_price
80.45
81.85
82.4
83.75
81.95
81.3
80.2
78.55
78.9
77.35
76.25
76.15
80.35
80.3
82.45
82.6
82.65
81
80.8
79.9
79.5
77.7
78.3
75.9
76.1
76.95
78.05
78.65
79.05
78.45
78.1
78.6
77.1
79.3
80.65
79.55
82.15
81.05
81.25
80.5
81.4
80.15
80.35
81.95
79.35
80.3
79.05
77.9
76.45
74.45
72.7
73.65
73.3
73.65
73.8
73.05
73.15
74.3
71.15
69.5
67.65
66.65
68.9
71.85
69.15
69.25
69.15
69.2
69.35
70.5
68.45
70.3
69.15
69.1
67
66.05
67.25
69.3
67.4
67.8
68.85
69
68.2
66.85
66.35
64.4
64.9
65.7
66.3
66.45
67.6
68
68.45
70.75
72.35
71.55
72.15
72.65
71.3
71.95
72.15
71.65
76.5
76.1
80.8
80.2
78.5
81.55
84.85
88.7
89.85
91.55
90.75
91.2
91.65
96.8
101.5
100.45
102.9
101.5
99
89.85
90.55
90.8
93.15
93.8
93.15
93.25
93.05
