nse_closing_price
5803.1
5948.45
5932.1
6123.6
6226.75
6044.4
6002.35
5955.65
5988.85
5771.75
5801.3
5875.35
5919.5
5867.5
6130.85
6003.4
6065.95
6000.7
6043.3
6282.8
6185.15
6265.4
6262.75
6165.2
6358.95
6526.25
6555.75
6679
6608.9
6649.2
6730.3
6731.65
6588.2
6768.4
6893.1
6990.3
6974.7
6973
7082.5
7109.95
7008.65
7098
7104.1
6839.95
6905.65
6920.75
7072.6
7190.1
7209.15
7224
7215.25
7231.65
7193.6
7128.85
7052.8
7057.95
7085.85
6964.75
6626.95
6440.55
6501.3
6297.7
6497.7
6703
6742.75
6743.45
6796.3
6818.85
6892.4
7046.9
7079.85
7062.4
7136.65
7032.9
7002.35
6892.6
6894.9
6851.95
6844.6
6861.85
6811.55
7103.25
7054.8
7158.4
7186.05
7117.7
6965.15
6868.35
6913.35
6954.05
7092.8
6907.6
6872.15
6793.45
6857.35
6836.85
6809.25
6852.25
6981.45
7054.3
6963.3
6965.85
6987.75
7158.4
7055.7
6994.25
7035.8
7101.7
7206.5
7739.1
7803.15
7743.4
7762.7
7709.25
7736
7733.55
7696.8
7765.25
7796.35
7694
7559.75
7376.1
7395.4
7449.95
7446.05
7483
7452.35
7612.9
7649.6
